,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Group
AKAP12,81.3833915919872,-0.787189306162485,0.210132068176411,-3.74616455733744,0.000179558829213261,0.000851981561280214,notsignificant
QTRT1,69.1990746232615,-0.787035011258592,0.164616941800868,-4.7810085805788,1.74417916826381e-06,1.69814566723013e-05,notsignificant
THAP7,128.434961342408,-0.78631980445536,0.148348251600532,-5.3004993046547,1.15486405593753e-07,1.70688528201867e-06,notsignificant
FOXJ1,2.56083381108314,-0.78622908553373,0.315875156922012,-2.48905008293465,0.0128084921064784,0.0307807335336837,notsignificant
FOXH1,76.1483749633703,-0.786166218037425,0.284311242618936,-2.76516050084987,0.00568947942899982,0.0155988438441753,notsignificant
TMEM161A,51.9081229492529,-0.785805630650419,0.1454066641871,-5.4041926829385,6.51009341796832e-08,1.03620425915354e-06,notsignificant
FXYD5,3090.265870027,-0.785776605070767,0.112270151615362,-6.99898052834949,2.57831687732036e-12,1.18405256187554e-10,notsignificant
VWCE,65.7213218495303,-0.78512319991246,0.211265396855669,-3.71628866628279,0.000202170592162154,0.000941649417879197,notsignificant
THEM6,84.1599252185884,-0.785052097247179,0.138001568411329,-5.6887186593941,1.2799614261367e-08,2.58027610227468e-07,notsignificant
HIC1,45.5554226117384,-0.784659984705013,0.146325905644011,-5.36241331465922,8.21173790419521e-08,1.26132854736623e-06,notsignificant
TRMT61A,76.2057425599568,-0.784566184314075,0.15066073312103,-5.20750276506228,1.91398986791079e-07,2.6162221413918e-06,notsignificant
APBB1,212.826735220511,-0.784354530536352,0.145703448255768,-5.38322558543361,7.31627516876133e-08,1.15028459028857e-06,notsignificant
CAMK1,341.410647756209,-0.783670084629974,0.138840379728541,-5.64439600469401,1.65762140048718e-08,3.23649679518115e-07,notsignificant
ALS2CL,91.6113106970869,-0.78324534024187,0.174004006764692,-4.50130634808348,6.75370810839398e-06,5.36304602414241e-05,notsignificant
PPP2R3B,64.1415355610804,-0.78267766591569,0.189147214030759,-4.137928596656,3.50455390079236e-05,0.000215836398638605,notsignificant
RABEP2,169.557549935676,-0.782400619583601,0.151618708885238,-5.16031712270949,2.46531880724061e-07,3.2537147483831e-06,notsignificant
LFNG,1494.12508608495,-0.78235206278293,0.134977604748187,-5.79616199474334,6.78497278230531e-09,1.47872978240993e-07,notsignificant
RPS2,11041.5581899917,-0.781526607001477,0.115735854068904,-6.75267498813454,1.45143840175026e-11,5.69254773601485e-10,notsignificant
IL32,2502.72409587252,-0.780182234741148,0.164789302559023,-4.73442282129758,2.19679342383796e-06,2.07159115850869e-05,notsignificant
C10orf82,1.9635262856735,-0.780114609755479,0.394380341763042,-1.97807681353499,0.0479200418354083,0.0929386547210753,notsignificant
UTF1,1.3800011495961,-0.779023520924479,0.403083195834516,-1.93266186478362,0.0532778659416205,0.101267885406087,notsignificant
LIMS3,0.194294422334301,-0.777290375946771,1.55147102272046,-0.501002187320142,0.616369583531424,NA,notsignificant
TELO2,140.382130152444,-0.776266063631374,0.150019416739377,-5.17443728620775,2.28598874551049e-07,3.05511279856568e-06,notsignificant
COL6A2,106.2070915613,-0.776009231307599,0.201577230064815,-3.84968694657665,0.000118268886854067,0.000600247110557348,notsignificant
MARCHF9,163.498142562933,-0.775905092081164,0.128708217869785,-6.02840366313012,1.65587052571402e-09,4.23423028464542e-08,notsignificant
SAMD10,48.7718909675415,-0.77587129821424,0.162842521468359,-4.76454977003654,1.89275796260803e-06,1.81919000762785e-05,notsignificant
CDRT4,34.3009950428882,-0.77544075712524,0.38737735758678,-2.0017709913557,0.0453093672022456,0.0887647435384508,notsignificant
DGCR6,2.85534495596054,-0.774280702074796,0.610072179622201,-1.26916244985025,0.204383130636572,0.296766595692695,notsignificant
CITED1,1.62756315960907,-0.773930099554705,0.333636034103546,-2.31968378845587,0.0203579894558512,0.045413200270661,notsignificant
DENND6B,72.9958618253416,-0.77309860454518,0.138773715349608,-5.57092964325079,2.5338364366677e-08,4.68317490070759e-07,notsignificant
ZBTB42,54.9017565022873,-0.772979795081505,0.138803870809772,-5.56886339388083,2.56406405992539e-08,4.72933209085829e-07,notsignificant
AMPD2,2312.84766430806,-0.772549933489269,0.111553320707149,-6.92538714752721,4.34784820091196e-12,1.90437866941161e-10,notsignificant
CCDC124,201.425621916394,-0.771615440136683,0.139880618974911,-5.51624267744398,3.46323956119483e-08,6.07653397472021e-07,notsignificant
SNCG,1.61485570109547,-0.771450688749501,0.364319652642301,-2.11751049704401,0.0342165453683381,0.0701955840137689,notsignificant
GRAP,237.978618451387,-0.770128246809849,0.152185509650407,-5.0604571261676,4.18252503141768e-07,5.09085974412313e-06,notsignificant
GCAT,16.9971431881645,-0.770015886777535,0.178521286929224,-4.31330011127925,1.60835556075767e-05,0.000111746880759397,notsignificant
KLHL34,7.06203835662877,-0.769901846317831,0.205735291145884,-3.74219630492031,0.000182418923862745,0.000863503935676346,notsignificant
ELOB,1124.17328297376,-0.769894399754392,0.154762947608232,-4.97466875406966,6.53593052975062e-07,7.43748628086668e-06,notsignificant
EEF1G,16155.0695013824,-0.768557816812625,0.161620118415505,-4.75533506810558,1.98117548378913e-06,1.88904242898156e-05,notsignificant
RPS5,4655.52097749871,-0.767818830656894,0.127184968879508,-6.03702495209405,1.56981456933782e-09,4.03135547463902e-08,notsignificant
HBQ1,79.6777767719025,-0.767718984227569,0.248696955063061,-3.08696575731256,0.0020221088894489,0.00660293927586779,notsignificant
TLE2,35.2485384899079,-0.767527377208268,0.1989206825479,-3.85845939887848,0.000114104018243501,0.000582063059342448,notsignificant
SNTA1,41.8642201336808,-0.767088813213256,0.147268514513081,-5.20877674192281,1.90089671240498e-07,2.60624086951367e-06,notsignificant
ENTPD2,13.6119660896041,-0.767040988988889,0.31667842413497,-2.42214477062691,0.0154292024505405,0.0360208147470665,notsignificant
SCNN1D,15.7035747983254,-0.7668747860272,0.212882686860274,-3.60233515152193,0.000315371393836084,0.00136703968982354,notsignificant
ITGB8,25.4760522328851,-0.766440631173711,0.184982338233122,-4.14331788912632,3.42316919711752e-05,0.000211693204694296,notsignificant
POMC,13.3138980661464,-0.765849366197839,0.223187723104598,-3.43141350045908,0.000600444585756657,0.00236473494482418,notsignificant
CACNA1H,13.5444031955093,-0.765125320726122,0.205015171557036,-3.732042438202,0.000189933492473241,0.000893203430382258,notsignificant
KRT5,5.09663265298586,-0.763813851621255,0.294431409114258,-2.59419962672817,0.00948114190647401,0.023934864198618,notsignificant
PAXX,221.130122722527,-0.763450795921023,0.156825471096005,-4.86815560371349,1.1264462176756e-06,1.16115929980431e-05,notsignificant
APRT,564.563235294142,-0.763183878440761,0.142128451228471,-5.36967701993701,7.8877778585681e-08,1.22515769637569e-06,notsignificant
ELOVL4,13.0760764111366,-0.763132775070446,0.20335648601141,-3.75268470673528,0.000174950838949176,0.000833632875268149,notsignificant
MZT2A,92.2485503648707,-0.761670667870975,0.199217456806561,-3.8233128766951,0.000131670526085384,0.000657298064734429,notsignificant
MFSD3,30.9565114963305,-0.761241399670505,0.175611857601227,-4.33479498519459,1.45896028331938e-05,0.00010328038938386,notsignificant
JOSD2,74.3412594815862,-0.760602006207397,0.170626203523041,-4.45770925275663,8.28401567018268e-06,6.38394050062622e-05,notsignificant
PDF,30.3164167244201,-0.759677306908083,0.292945730937207,-2.59323562926719,0.00950776055288222,0.0239895383868949,notsignificant
TNS1,1738.85603609624,-0.758871766818109,0.204884989865517,-3.70389147255843,0.0002123171207891,0.000982300901682182,notsignificant
SLC27A1,222.879876703268,-0.758583471227668,0.131780044943055,-5.75643658002598,8.5908035411162e-09,1.82372223286762e-07,notsignificant
RBM38,2835.57741959415,-0.757998270180888,0.147292318486557,-5.14621724995164,2.65791590114148e-07,3.46974634172218e-06,notsignificant
KNDC1,22.0936839204348,-0.757134627634946,0.227972349027988,-3.32116868937467,0.000896413397122371,0.00330884436641315,notsignificant
REEP6,11.4787355126082,-0.756811320742081,0.185710655989981,-4.07521752969798,4.59713537859049e-05,0.000271514537681712,notsignificant
BCL7C,205.014686394858,-0.756729433507049,0.168687249833624,-4.48599069730172,7.2575908026371e-06,5.69038108140562e-05,notsignificant
OR4F21,0.329906044516823,-0.756346763679604,0.955196843023795,-0.791822930743043,0.428463929792042,NA,notsignificant
TRNP1,12.8339910572458,-0.756149646616391,0.211235876429856,-3.57964593607982,0.000344060062856258,0.00147031427975022,notsignificant
TMEM191C,10.2691916638428,-0.755084034516886,0.201326872660294,-3.75053774262399,0.00017645574105465,0.000840114220766307,notsignificant
RORC,59.2600419442444,-0.755068184700152,0.171489153424929,-4.4030084096875,1.06760025941127e-05,7.96474922085442e-05,notsignificant
LYPD1,1.37622980453483,-0.754611706406237,0.459825062499246,-1.64108433390899,0.100779910257813,0.169381004991237,notsignificant
UBALD1,200.212443580981,-0.754298032070204,0.148569631667731,-5.07706738990344,3.83304950815653e-07,4.71651108994079e-06,notsignificant
MRC2,68.3902107835123,-0.753830145142171,0.209698954493395,-3.5948207131663,0.000324615043174109,0.00139902322413702,notsignificant
TRIM47,20.7486057663212,-0.753243119277506,0.167878645223528,-4.48683105748545,7.22903518165173e-06,5.67046149630041e-05,notsignificant
N4BP3,32.7600052137153,-0.753173218311965,0.153686898721455,-4.90069891824046,9.54963116352263e-07,1.01423280357365e-05,notsignificant
TMEM141,293.087687830885,-0.752112027491418,0.13551029729569,-5.55022048140205,2.85309543214734e-08,5.13101138556608e-07,notsignificant
KREMEN2,2.49406458117897,-0.751633086842671,0.27364637604304,-2.74673137540273,0.00601924122563037,0.0163599427973911,notsignificant
PTRH1,11.2637277706842,-0.750495473307176,0.223942267439741,-3.35128996364709,0.000804360305229351,0.0030185729028015,notsignificant
TMEM134,161.85494574223,-0.749228303716888,0.127536345120565,-5.87462580183408,4.23799543413379e-09,9.78107612888161e-08,notsignificant
DHRS3,160.982568899637,-0.747951175191824,0.152626297595669,-4.90053933676138,9.55739184197461e-07,1.01445853737752e-05,notsignificant
C4orf48,23.3411602335247,-0.747462317813013,0.209982009993188,-3.55964931394485,0.000371350349480447,0.00156926032660728,notsignificant
SEC14L3,17.8976683526228,-0.747045183170875,0.240358698402441,-3.10804305455204,0.00188330629561858,0.00621508339756656,notsignificant
DNLZ,33.5951410682878,-0.746496089406042,0.178798929495027,-4.17505905384519,2.97908763869038e-05,0.000188041850181291,notsignificant
RPS15,3379.37642573375,-0.745168635496613,0.143976667292816,-5.17562081070474,2.27154386841652e-07,3.04015580010029e-06,notsignificant
NR2F6,28.5295609358058,-0.744267713842133,0.143911352831746,-5.17170952254402,2.3196198095224e-07,3.09317006007572e-06,notsignificant
LIME1,129.977458932117,-0.743677217629417,0.197875910092976,-3.75830093354964,0.000171071060544397,0.000817286685062943,notsignificant
SLC24A5,1.94244310818805,-0.743533146734325,0.432458020795039,-1.71931866442759,0.0855563632343535,0.148637874053738,notsignificant
TRABD2A,419.096423009234,-0.743353759613533,0.173023848610389,-4.29625028909974,1.73711443394004e-05,0.000119448181970163,notsignificant
FAM89B,703.258006851681,-0.743326219871279,0.115286799259876,-6.44762648146469,1.13615346884057e-10,3.80875879815045e-09,notsignificant
RPL18,5428.10786257464,-0.74311788426844,0.121701381478723,-6.10607599715997,1.02110401885624e-09,2.70720390978645e-08,notsignificant
TREX2,6.49744827326809,-0.742606659903292,0.202020030655865,-3.67590608462138,0.000237006707489608,0.00107769506143671,notsignificant
ZNF469,50.3395551381033,-0.742400958279435,0.127492052433155,-5.82311559121443,5.77605759618979e-09,1.29008174747653e-07,notsignificant
CKB,28.1633842629446,-0.741752973679348,0.195837581331211,-3.78759259911844,0.000152114001133798,0.000742303130498952,notsignificant
MGMT,144.835163380062,-0.741691944821274,0.143652576216754,-5.1630953259213,2.42899361999562e-07,3.21283932014409e-06,notsignificant
CD5,604.868957139849,-0.741496594008723,0.151167507140142,-4.90513211494126,9.33644755431094e-07,9.95695460358946e-06,notsignificant
UCP2,3187.02336585207,-0.741436500134933,0.106102859273026,-6.98790310850203,2.79024967950646e-12,1.27164746153102e-10,notsignificant
TPRN,71.9508771281984,-0.740158488225444,0.162107206360391,-4.56585801978446,4.97455389078597e-06,4.14784247994114e-05,notsignificant
UGT2B28,4.28712690839907,-0.739689743109595,0.31129661330089,-2.376157373722,0.0174939998144375,0.0399349460638478,notsignificant
TEDC1,46.5904044195048,-0.739605811685871,0.18484898554005,-4.00113535665374,6.30392826605403e-05,0.00035353058145017,notsignificant
DGCR6L,264.669832664042,-0.739509121882698,0.152721945444579,-4.84219291294359,1.28414000152688e-06,1.30237117225278e-05,notsignificant
FBL,1217.24653675894,-0.738525353092347,0.11264160414786,-6.55641721972384,5.51158917379028e-11,1.96086221949748e-09,notsignificant
DOHH,34.8256671138773,-0.738188088049241,0.164276466118107,-4.49357175432857,7.00384068498888e-06,5.53238876749319e-05,notsignificant
CD79B,615.525321937673,-0.738072670226299,0.165190999128648,-4.46799567845402,7.89559005988874e-06,6.1212925175761e-05,notsignificant
TSSC4,266.106062320009,-0.73783972308135,0.147212658203954,-5.01206711490202,5.38484145373431e-07,6.31517367101792e-06,notsignificant
CARD10,3.41307788385832,-0.73736957230492,0.295713134008593,-2.49353000426249,0.0126479894128639,0.0304763894271685,notsignificant
CD3E,2023.74144118224,-0.737085779391399,0.148186747980436,-4.97403303221629,6.55741278259849e-07,7.45714118208073e-06,notsignificant
BRICD5,26.9539116186665,-0.736978158856115,0.167744937509674,-4.3934450112011,1.11568419170006e-05,8.27205387931813e-05,notsignificant
CD79A,672.743119257747,-0.736143368455477,0.166237972497466,-4.42825040149414,9.50005725103677e-06,7.19478462907716e-05,notsignificant
MXD4,623.877182240758,-0.73613033379634,0.114147593307498,-6.44893433550814,1.12639349211787e-10,3.78490856640002e-09,notsignificant
BAG1,2052.47224343997,-0.73596233772623,0.124337549673117,-5.91906740691828,3.23772256940998e-09,7.81306725127594e-08,notsignificant
C1orf159,52.8510839569695,-0.735278018242043,0.159226990351484,-4.6177976272676,3.87834199173173e-06,3.36634100940958e-05,notsignificant
PPIAL4C,5.14729020492046,-0.735024715986862,0.268019556455487,-2.74242941711955,0.0060986555311091,0.0165418105877695,notsignificant
GYPC,4048.7705845758,-0.734724149967157,0.166993604575034,-4.39971429946008,1.0839348932064e-05,8.0698907971471e-05,notsignificant
NUDT14,43.471970394501,-0.734340273367588,0.180754464470792,-4.06263975563519,4.85208801652451e-05,0.000283687198679682,notsignificant
CCDC85B,145.26307162178,-0.733836148452339,0.192462955764375,-3.81286957553924,0.000137362607914054,0.000681588111264829,notsignificant
ZSCAN18,122.408583685399,-0.733676947751872,0.114794545114484,-6.39121786684361,1.64569702594118e-10,5.27381049432923e-09,notsignificant
CACNA1I,159.399138377764,-0.733575467177905,0.16721154285024,-4.38711021185254,1.14866593104239e-05,8.48862236889374e-05,notsignificant
LTC4S,14.1816653782218,-0.733495873453363,0.219713291282369,-3.33842285631549,0.000842554221405842,0.00314225421457385,notsignificant
EBF4,10.9597577237353,-0.7333428754506,0.198836152006507,-3.68817676287861,0.000225866724381282,0.00103382984294733,notsignificant
ASCC2,1794.77875322398,-0.732922341648952,0.112476094292556,-6.51624993078606,7.20868276528826e-11,2.5100717048495e-09,notsignificant
AK1,111.586411456963,-0.732780359818745,0.167264001028417,-4.38098069706136,1.18146338715323e-05,8.69530003905659e-05,notsignificant
MCRIP2,83.0093828915509,-0.73277311448333,0.182251384432358,-4.0206724177467,5.80322568198509e-05,0.000329349523099292,notsignificant
REX1BD,140.471732524059,-0.73270486051909,0.150279027352609,-4.87562951016378,1.08462008233439e-06,1.12667805667534e-05,notsignificant
MATK,253.546930497084,-0.731085111915677,0.18570593857122,-3.9367890846167,8.25791262066205e-05,0.000445086655680114,notsignificant
BATF3,47.1404831196204,-0.730901930761175,0.169090249674669,-4.32255515718639,1.54232508011008e-05,0.000108092922842785,notsignificant
RIMBP3B,10.3718148972857,-0.730474734542951,0.247906693301679,-2.9465712474896,0.00321318386694537,0.00966317005892926,notsignificant
ESPN,162.165480474217,-0.730341627439653,0.244150672170937,-2.9913562020764,0.00277741311707735,0.00855854004341432,notsignificant
PPAN-P2RY11,35.3422154374154,-0.73023996375309,0.354640595758418,-2.0590986268547,0.0394847913648534,0.0790134742274445,notsignificant
HLA-DQB1,1530.99715610678,-0.729111355227421,0.172296102629298,-4.2317344623641,2.31896087791217e-05,0.000152635955115813,notsignificant
B4GALNT4,5.78289569916587,-0.727974599346251,0.261341994597038,-2.78552476982779,0.00534411567921341,0.0148144087553434,notsignificant
RPS19,7815.60302065863,-0.727791649046523,0.143165398477591,-5.08357226526661,3.70401560112288e-07,4.58279648463327e-06,notsignificant
FBXL15,66.2540877853835,-0.727679505744425,0.147066044833804,-4.94797766926255,7.49885093376362e-07,8.33999183333567e-06,notsignificant
ATOH8,36.4947929164946,-0.727644191759102,0.230812152705824,-3.15253847437792,0.00161857490137655,0.00545849951936492,notsignificant
NAA80,85.5611733383075,-0.72650838876358,0.146681493308413,-4.952965588072,7.3090904350374e-07,8.15230768349091e-06,notsignificant
ABLIM2,14.8799178216951,-0.726476317354926,0.163556282839256,-4.44175121092053,8.92296937556952e-06,6.79489402280044e-05,notsignificant
RPL3,19409.7342727903,-0.725880515349457,0.114787416779929,-6.32369414446462,2.55382980322143e-10,7.832034773014e-09,notsignificant
DBP,146.380945184384,-0.72586974771093,0.11866685060531,-6.11687041501755,9.54309052946714e-10,2.54888302242533e-08,notsignificant
POLRMT,319.163434439953,-0.725617640040017,0.129729659568692,-5.5933056669728,2.22786561261316e-08,4.17771216231897e-07,notsignificant
SIGIRR,449.205235209492,-0.725610451501361,0.147967858370147,-4.90383830308756,9.39818626340217e-07,1.00110147404595e-05,notsignificant
SLC16A11,9.54175922523893,-0.725441873141933,0.203716632452938,-3.56103409135983,0.000369397112951867,0.00156210637241238,notsignificant
TNK1,55.5023489624094,-0.725308008860163,0.160020141846828,-4.53260446147104,5.82608479807686e-06,4.7436082557657e-05,notsignificant
ENPP3,17.907461521559,-0.724876493716717,0.20921486314253,-3.46474663811475,0.000530731229981888,0.00212504973357072,notsignificant
GBGT1,272.175635329228,-0.724373255655138,0.106476072613336,-6.80315528058283,1.02352220688185e-11,4.12202388552282e-10,notsignificant
FOXP3,59.5312574636637,-0.7239553802263,0.165695622157706,-4.36918833943153,1.24709179282313e-05,9.07810208427093e-05,notsignificant
CDC34,1378.34320195978,-0.723559849658663,0.133290776663234,-5.42843149220123,5.68514598030633e-08,9.24516693202118e-07,notsignificant
HLA-DOA,271.184689322943,-0.72334067286129,0.146852878603305,-4.92561453163785,8.40956351927681e-07,9.20857435973365e-06,notsignificant
SPOCK2,2261.29781320362,-0.723212501743374,0.128234287682842,-5.6397747810794,1.702727277939e-08,3.31020480102136e-07,notsignificant
KLRB1,612.904936205136,-0.723084873930862,0.165543898598906,-4.36793430655402,1.25427205531325e-05,9.11930756855782e-05,notsignificant
GOLGA7B,118.660027670721,-0.722512740743458,0.162940203245098,-4.43422020074836,9.24061424921684e-06,7.02489601834466e-05,notsignificant
RPS12,10987.9198592395,-0.722464489250979,0.132328651951264,-5.45962252768249,4.77147948690379e-08,7.91669803900848e-07,notsignificant
CD1C,105.463226952022,-0.722413479284092,0.165433471578924,-4.36679151074606,1.26084974407129e-05,9.15973248295858e-05,notsignificant
RASA4,317.802574917676,-0.721289632843152,0.143929665530932,-5.01140352256386,5.40344722883276e-07,6.32463309580281e-06,notsignificant
PPP1R13L,23.7664443327394,-0.721258984258723,0.134499211963787,-5.36255174828027,8.2054450444012e-08,1.26132854736623e-06,notsignificant
HRK,35.6667315306678,-0.720850331129085,0.23350364453287,-3.08710526797629,0.00202116007728742,0.00660103840916694,notsignificant
SNAPC2,96.6919539343529,-0.720647583328541,0.136682094528928,-5.27243590912356,1.34624856769352e-07,1.94192040990535e-06,notsignificant
HSD11B1L,10.4826233021235,-0.719970940222668,0.178145686532475,-4.04147276443552,5.31165509942835e-05,0.000306181284341688,notsignificant
SH2D3A,105.678824103805,-0.719965236187782,0.131370968864263,-5.48039831335698,4.24369363384012e-08,7.14639595850232e-07,notsignificant
LENG9,53.0208413320732,-0.719517909057199,0.17753408724743,-4.05284371138487,5.05988064761267e-05,0.000294021857386454,notsignificant
ADAM23,37.5660968576319,-0.719470973164467,0.194959430302769,-3.69036251309895,0.000223934696193465,0.00102629134441822,notsignificant
SHISAL2A,118.584704155868,-0.718782260442875,0.139577286805786,-5.14970792807445,2.60892405601064e-07,3.41321590525462e-06,notsignificant
OCM,11.7147161736625,-0.718324491619234,0.166728776753623,-4.30834140096109,1.64483358564952e-05,0.000113885746957164,notsignificant
TCF7,2268.96569723404,-0.718319226523969,0.166446567548412,-4.31561453686956,1.5915949996294e-05,0.00011085583896055,notsignificant
LAT,566.09533184257,-0.717414267432137,0.14860354262907,-4.82770635706095,1.3811454274304e-06,1.38901564159788e-05,notsignificant
S1PR4,1748.43899208933,-0.717049020153596,0.16629859928345,-4.31181635469708,1.6191889566276e-05,0.000112369466450309,notsignificant
SLC39A4,32.758982982221,-0.715993425858167,0.16156762592087,-4.43154017877835,9.35623742176401e-06,7.09780809383042e-05,notsignificant
ADAT3,10.9380677037209,-0.715763840188168,0.220657432149801,-3.24377852680822,0.00117955423258081,0.00418328118497238,notsignificant
PIDD1,71.0917315457716,-0.715550153483554,0.154313127321466,-4.63700118002869,3.53500394600547e-06,3.1012251966857e-05,notsignificant
CUX2,10.8440249443147,-0.713948562615308,0.190884869620762,-3.74020509867407,0.000183870159470513,0.000868318628223552,notsignificant
SLC29A1,203.618961224198,-0.713797710514932,0.170313189161408,-4.19108886416575,2.77618890607837e-05,0.000177034901477941,notsignificant
SDK2,67.8167588538827,-0.71360638556454,0.18615745018328,-3.83334851687086,0.000126410657489216,0.000635300015667466,notsignificant
GPR25,8.10127107138167,-0.713483410582861,0.224860020002339,-3.17301141650454,0.00150866591891072,0.00514765046858051,notsignificant
GFUS,560.868012601364,-0.713332819524549,0.124141508172582,-5.74612657784751,9.13109631095323e-09,1.91806296137433e-07,notsignificant
ASPSCR1,171.990923756408,-0.71293247974214,0.14175416508404,-5.02935825073974,4.92124154541281e-07,5.87871203055882e-06,notsignificant
METTL26,150.164721059357,-0.711165997984534,0.156922791163376,-4.53194843599312,5.84421173390557e-06,4.75621607747595e-05,notsignificant
HAGH,935.348099116941,-0.710998531571933,0.128158745119328,-5.54779567254601,2.89293673242619e-08,5.18711624075062e-07,notsignificant
PCBP4,84.8136106306999,-0.710635736633936,0.163585733637377,-4.34411804032504,1.39836314594878e-05,9.97753997359095e-05,notsignificant
SLC29A2,33.7525268410757,-0.710096510504185,0.170591274166245,-4.16256056457015,3.14698634916039e-05,0.000197187776740638,notsignificant
D2HGDH,86.4827883431852,-0.710070587298902,0.14573101917607,-4.87247389960956,1.10209419715963e-06,1.14087980087795e-05,notsignificant
SLC34A3,6.02891773051432,-0.709957084380159,0.228293516868698,-3.10984338985188,0.00187186563143328,0.0061825740116772,notsignificant
KRT81,2.53555538724176,-0.709774286656084,0.385484705687944,-1.84125148464556,0.065584713752477,0.119827059471439,notsignificant
BIN1,620.932525396276,-0.709550229179994,0.138605595985551,-5.11920333471932,3.0682901026463e-07,3.91462497716788e-06,notsignificant
RPS16,6141.85406350036,-0.709530478730147,0.123295202692457,-5.75472900190586,8.67808934339428e-09,1.8344274727492e-07,notsignificant
CFAP410,93.843085303192,-0.708672332734308,0.139471996397446,-5.08110840196797,3.75238897376177e-07,4.63309371095057e-06,notsignificant
PHLDB3,51.7761598732859,-0.708647381763232,0.130214976193837,-5.44213424966071,5.26459747459643e-08,8.63931483479353e-07,notsignificant
LOC101928120,5.74493868250237,-0.708419838661377,0.322538458592175,-2.19638873997696,0.0280641309141536,0.0593109280014785,notsignificant
PLSCR3,397.428788720434,-0.708079788168662,0.155091022350746,-4.5655756048039,4.98125622957688e-06,4.14958698032591e-05,notsignificant
NELL2,321.964138427758,-0.707670767862796,0.198082266447817,-3.57261041360926,0.000353440382440953,0.00150274770068541,notsignificant
SPINK2,7.08294750070635,-0.70753283545219,0.24023519930471,-2.94516722570188,0.00322780155931538,0.00969741049245586,notsignificant
RPP21,63.0622079631961,-0.706350097416159,0.162151657719143,-4.35610777806295,1.32395604350075e-05,9.52211613867383e-05,notsignificant
FLYWCH2,75.2765164189534,-0.706247768739568,0.14094463876232,-5.01081683518688,5.41994835866329e-07,6.33570846445822e-06,notsignificant
PRSS41,1.88464217939283,-0.70624343563019,0.367600720060235,-1.92122429878392,0.0547034360596032,0.103453225753228,notsignificant
DECR2,22.7775414032123,-0.706111957523583,0.152674272491767,-4.62495708018953,3.74675976821717e-06,3.26630360036056e-05,notsignificant
IL24,44.4994257981923,-0.706092964817356,0.152323457603121,-4.63548409370462,3.56103108705268e-06,3.12101663238181e-05,notsignificant
SERPINH1,55.7386972962531,-0.706089255483257,0.123768791752394,-5.70490545707051,1.1640768239799e-08,2.37593095071272e-07,notsignificant
PSMF1,2197.78377581055,-0.706017740208632,0.0904887822974239,-7.80226810753239,6.08042929228844e-15,4.43157441780472e-13,notsignificant
RPL21,15133.0915821612,-0.705769171052459,0.114896621874816,-6.14264509727203,8.11584829478867e-10,2.20697131424147e-08,notsignificant
KIFC2,154.194892433486,-0.705679911775786,0.139546266370006,-5.05696017623776,4.25992151585795e-07,5.16759481997809e-06,notsignificant
CD22,415.433620328428,-0.705423787837938,0.156212189208939,-4.51580501758675,6.30766830463842e-06,5.06696317805001e-05,notsignificant
NDUFB7,320.306496975439,-0.705093961161618,0.175648217873512,-4.01423919751563,5.9637844229945e-05,0.000337080210934842,notsignificant
PIGQ,141.999503561024,-0.705001674266984,0.141431348439189,-4.98476244515278,6.20379863082757e-07,7.11795939784308e-06,notsignificant
GLI4,91.5742452115343,-0.7046046702455,0.122521483783976,-5.75086628470664,8.87873188968727e-09,1.8716034130931e-07,notsignificant
CD74,21565.300737363,-0.704032036019405,0.123320166677846,-5.70897733100358,1.13657026506407e-08,2.32506112632766e-07,notsignificant
ZNF775,46.6735239682667,-0.703320478886827,0.126400680563713,-5.56421433611121,2.63336119033715e-08,4.80788723615105e-07,notsignificant
CPA3,58.7693920269374,-0.702855608171029,0.230669691052172,-3.04702193411296,0.0023112084404305,0.00735875032625218,notsignificant
NSMF,262.814714626036,-0.701025658618568,0.113387819843279,-6.18254817481723,6.30750532026519e-10,1.76499295566691e-08,notsignificant
METTL27,5.6800548702043,-0.699792430609078,0.27654678379072,-2.53046671169625,0.0113910893362043,0.0279110371893765,notsignificant
IL9R,13.0084983268534,-0.699625407809087,0.237215885680837,-2.94931937547555,0.00318474674182462,0.00959367651377624,notsignificant
RANGRF,211.224564586719,-0.699500955727285,0.155229053638336,-4.50625021110438,6.59832768382398e-06,5.25821580186806e-05,notsignificant
ABHD14B,454.179346168619,-0.698473003337121,0.11771419026671,-5.93363469395287,2.96300702522937e-09,7.20811519840258e-08,notsignificant
EFNA3,17.1113572444148,-0.698290454532879,0.140856618084806,-4.95745577330598,7.14222935735061e-07,8.00587876033784e-06,notsignificant
MAPK11,52.1013342183317,-0.69823503422813,0.178675055840365,-3.9078484175875,9.31216970937156e-05,0.000494027725303923,notsignificant
ACP5,270.418452114221,-0.696855887824773,0.127071064718707,-5.48398559001122,4.15848659934953e-08,7.02920899168923e-07,notsignificant
P2RY10,457.116805683963,-0.696535053796994,0.132956923633792,-5.23880242382476,1.61621953668144e-07,2.27306125776088e-06,notsignificant
HGH1,144.089590802703,-0.696067255346896,0.130592256595253,-5.33008061499565,9.81691805293049e-08,1.48258522473871e-06,notsignificant
TMOD1,317.452085325054,-0.69576644024553,0.179281335537435,-3.88086377290652,0.000104086133342609,0.000539677008189414,notsignificant
