,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Group
CCR6,95.9649491929188,-0.695613325713287,0.15203797773216,-4.57526031383241,4.75628218870806e-06,4.00012534837372e-05,notsignificant
KLHDC7A,2.59878439602575,-0.694328105858343,0.347460456013634,-1.9982938888191,0.0456848076633039,0.089354401081573,notsignificant
PPDPF,872.901159462483,-0.693168428781392,0.166976634706212,-4.15128996940794,3.30606576926452e-05,0.000205297674985512,notsignificant
CD6,1011.35289349961,-0.693003225298481,0.164303720297582,-4.21781822129976,2.46677552058588e-05,0.000160371588738126,notsignificant
HLA-DRB1,6268.94890407482,-0.692843192362566,0.144318015995897,-4.80080873882206,1.5802614122714e-06,1.557933512799e-05,notsignificant
ICOSLG,63.8059795409405,-0.692181417558415,0.156774464023471,-4.41514134250069,1.00944013005107e-05,7.59379073179247e-05,notsignificant
PUSL1,71.2689941010835,-0.691417298658438,0.143222731691779,-4.82756675907004,1.38211363708918e-06,1.38921327162923e-05,notsignificant
CAMK2N1,18.5532860769,-0.691308516160597,0.182442275373355,-3.78919038773159,0.00015113905119162,0.000738145740518596,notsignificant
SLC2A4RG,237.386238512579,-0.691159078491653,0.12859219655769,-5.37481353451787,7.6661975451917e-08,1.19424247669897e-06,notsignificant
RPUSD1,154.129074880844,-0.690753754630009,0.150056812001966,-4.60328155326237,4.15885384507572e-06,3.55665971111891e-05,notsignificant
HPCAL4,62.875247582647,-0.690265760518739,0.172250513596995,-4.0073364433253,6.14073581676876e-05,0.000345640734488622,notsignificant
MAGED4,8.46249368727976,-0.689975858420123,0.288120787825898,-2.39474514708412,0.0166319210783674,0.0382727653397378,notsignificant
DEGS2,33.0130849384558,-0.689842250261117,0.185818306940541,-3.71245579415303,0.000205257919114451,0.000954300893568786,notsignificant
COQ4,167.575121736738,-0.689279944129795,0.127296133032109,-5.4147751994629,6.13657539171043e-08,9.84586721939136e-07,notsignificant
MICOS13,162.238929425343,-0.688712868049149,0.152497931925123,-4.51621119942341,6.29558771050544e-06,5.05951651627316e-05,notsignificant
SYN1,8.48399635800191,-0.688703202611211,0.204117369657024,-3.37405485759703,0.000740696052400024,0.00282380566186049,notsignificant
KHK,42.3729307589736,-0.68808637046239,0.154152908156106,-4.46366130028234,8.05708925229752e-06,6.22772523485874e-05,notsignificant
SF3A2,452.331939087594,-0.687496290411448,0.124851719947802,-5.50650235894928,3.66033061226719e-08,6.34809939133275e-07,notsignificant
DNAJB2,797.064337008211,-0.687300938545508,0.0984761024074662,-6.97936780338494,2.96511284918964e-12,1.33779352158175e-10,notsignificant
SEPTIN1,657.579844330685,-0.686717707528532,0.140623588591586,-4.88337493308445,1.04285304980227e-06,1.09147910479886e-05,notsignificant
ADCK5,57.6076979126173,-0.685695795590447,0.1419670173876,-4.82996549626982,1.36556711672191e-06,1.3771954753629e-05,notsignificant
GIPC1,118.250132994884,-0.68544512392719,0.142604081442187,-4.80663047645711,1.53495320800407e-06,1.52107177222508e-05,notsignificant
FBXW9,24.7920785540047,-0.684912077081444,0.186660093581795,-3.66930104843923,0.000243214532309544,0.00110147119764438,notsignificant
FAM187B,0.475068865328811,-0.684623826647204,0.625350563921019,-1.09478405576951,0.273611253234806,NA,notsignificant
TFAP4,97.1215978223285,-0.68440043194634,0.111232489642579,-6.15288243700656,7.60872083417399e-10,2.07533624934546e-08,notsignificant
SLC27A5,32.4168733732437,-0.683030205270777,0.172161741327574,-3.9673750974159,7.26685741846025e-05,0.000399078606611108,notsignificant
GUK1,3188.01928457957,-0.682941522455608,0.149845209111263,-4.55764669758984,5.17299582293597e-06,4.28748944772069e-05,notsignificant
C1orf54,30.1766956750746,-0.682775322282634,0.157348107315462,-4.3392661909416,1.42959274572019e-05,0.000101641108248242,notsignificant
EEF2,10261.1423945847,-0.682530864143444,0.0861958930895352,-7.91836872592608,2.40646830222723e-15,1.88353227724759e-13,notsignificant
PLA2G7,97.1172541862826,-0.681959954655705,0.178045883024211,-3.83024837795867,0.000128013977771805,0.000641924781549611,notsignificant
TGFBI,1993.04006037358,-0.681893589658287,0.138747979807074,-4.91461995054952,8.89548491537051e-07,9.60051075818345e-06,notsignificant
ARC,1.57023626173862,-0.681718007404041,0.357857699503558,-1.90499745666996,0.0567804017099754,0.106619462979345,notsignificant
GPR35,62.5758177787981,-0.681147927258693,0.13540155548263,-5.03057682632068,4.89006388884831e-07,5.8570146458448e-06,notsignificant
CD4,2000.86760450541,-0.681147918974272,0.140208959780334,-4.85809123783122,1.18522795098871e-06,1.21397563180022e-05,notsignificant
CAPN5,58.6665306289205,-0.680703485379105,0.151837515782789,-4.48310473119757,7.35648014313287e-06,5.75788502333382e-05,notsignificant
FAM174C,132.786260465104,-0.680593276143208,0.195380644653695,-3.48342220566185,0.000495046972775417,0.00200176001884615,notsignificant
PELI3,114.751788556028,-0.679892786933182,0.0953132727423502,-7.13324353861041,9.80308781831806e-13,4.79552138329787e-11,notsignificant
NIBAN3,267.312854592908,-0.679576891823611,0.159509948485412,-4.26040443418337,2.04057320184402e-05,0.000137530508347421,notsignificant
IGSF9B,130.343848003128,-0.679433035707211,0.169263181325766,-4.01406277718227,5.96824618690627e-05,0.000337226515557711,notsignificant
SPNS1,169.939789307999,-0.67919339402557,0.127169947101883,-5.34083255913782,9.25206829296353e-08,1.40553361527367e-06,notsignificant
LTBP4,152.982008424582,-0.679072364570062,0.13759160514171,-4.93542003431579,7.99784452384556e-07,8.83975661840092e-06,notsignificant
EVA1B,21.5259492933754,-0.678915712196878,0.284093878753289,-2.38975832628361,0.0168594627120487,0.0387270700194335,notsignificant
RPL23A,8639.31856491522,-0.678703694026158,0.110988798545889,-6.11506478958363,9.65177421536209e-10,2.57409243592516e-08,notsignificant
RNH1,794.063522043569,-0.678692064810534,0.129419097391535,-5.24414154085211,1.57011636445933e-07,2.22560903881866e-06,notsignificant
SGCA,4.30649362902149,-0.678542989758916,0.263445507549938,-2.5756483610953,0.0100052339823593,0.0250367281276665,notsignificant
ABHD17A,700.699746709478,-0.678330010064083,0.129209427106312,-5.24984921963905,1.52223758087773e-07,2.1650791679744e-06,notsignificant
CSF1R,1985.94830800267,-0.67789477223994,0.140492622496312,-4.82512718600392,1.39913952893451e-06,1.40163104061653e-05,notsignificant
TMUB1,165.057494519604,-0.677663631552303,0.13492455590542,-5.0225374247467,5.09932567374908e-07,6.04332197358992e-06,notsignificant
KRTAP5-1,4.50288062195733,-0.67729017120578,0.230354117195704,-2.94021300531116,0.00327986687592485,0.00983250016659436,notsignificant
RAMP2,0.541748065510599,-0.676885509874508,0.575871112211586,-1.17541146885279,0.239830137288765,NA,notsignificant
RPL27A,10723.5444257732,-0.676483811315577,0.119139207200761,-5.67809562620002,1.36202570068684e-08,2.72738450097492e-07,notsignificant
RNPEPL1,1971.4884640123,-0.676067723096869,0.125784475736767,-5.37481051725092,7.6663259180098e-08,1.19424247669897e-06,notsignificant
CLEC3B,6.61607077485458,-0.675229517185361,0.262050018259838,-2.57671997761829,0.00997427169161658,0.0249790426997634,notsignificant
COL13A1,17.6966208422878,-0.674753439413248,0.291196942357838,-2.31717213082573,0.0204943570203089,0.0456551683058534,notsignificant
CHCHD6,29.9053552232467,-0.673742621463784,0.15928148914964,-4.22988650508425,2.33809242587717e-05,0.000153670463127568,notsignificant
DVL1,136.870657409845,-0.673526517128361,0.11473581291804,-5.87023789694578,4.35170247244757e-09,9.99226376390322e-08,notsignificant
PRSS53,18.8194640736328,-0.672709421206556,0.14738742995215,-4.56422519495018,5.01342419272643e-06,4.17252252970232e-05,notsignificant
LSR,126.423451655507,-0.672120396290023,0.142232172362928,-4.72551593021443,2.29531838808294e-06,2.1462796650804e-05,notsignificant
CD300LD,24.2314857301806,-0.671929173943883,0.317391126538516,-2.11703830939439,0.0342565966109592,0.0702617354666158,notsignificant
RPL35,4810.7749716884,-0.670696018281699,0.137932268466151,-4.86250263074801,1.15910837952928e-06,1.19213671813032e-05,notsignificant
TRAF1,562.302446591624,-0.670512808069132,0.104540501750481,-6.41390462874878,1.41838960442976e-10,4.61733266888691e-09,notsignificant
METRNL,441.093377861684,-0.669891610020408,0.117268303513788,-5.71246952456889,1.11348361599638e-08,2.29084937773335e-07,notsignificant
RGS11,1.06848681936072,-0.669753803873688,0.414053653568188,-1.61755317964702,0.105758926214357,0.176056240957171,notsignificant
NT5E,97.2201586939458,-0.669629024560836,0.171772237036386,-3.89835421668865,9.68486784617716e-05,0.000510084818510478,notsignificant
TMIGD2,68.4764666234143,-0.669513155421274,0.177627984726829,-3.76918736341521,0.000163779912771294,0.000788543992968396,notsignificant
TBL3,167.737809172504,-0.668943079557,0.136379348154573,-4.90501742828994,9.34190441365548e-07,9.95695460358946e-06,notsignificant
NTN5,3.89762962704155,-0.668557697921667,0.288143426616878,-2.32022540222858,0.0203286871213212,0.0453646988419517,notsignificant
PMP22,13.4912908924696,-0.667410790566702,0.265427371631815,-2.51447613131812,0.0119209371638967,0.0289844287985506,notsignificant
BCAM,19.2083891965574,-0.6672310808905,0.362883384729187,-1.83869283899135,0.0659603772826098,0.120427861241536,notsignificant
CLUL1,1.79798162891131,-0.667032232895788,0.381214762476231,-1.74975446533862,0.0801606909755291,0.14090936031066,notsignificant
GCHFR,81.0072038039111,-0.666897571814848,0.173486573160322,-3.84408752600442,0.000121001817066265,0.000611531361826758,notsignificant
MCHR1,4.3324260529251,-0.666447633202254,0.232063644093725,-2.87183128492584,0.00408100780989871,0.011764019630712,notsignificant
KRTAP1-4,0.132684889629027,-0.665638651197632,3.42625307539646,-0.194275973359209,0.845959797691219,NA,notsignificant
HSFX3,1.15108600422167,-0.664877201779086,0.57951193471029,-1.14730545128716,0.251255401823567,0.350437727095982,notsignificant
TM7SF2,51.9143917154556,-0.664673898669661,0.136138890603769,-4.88232198545078,1.04843874680477e-06,1.09668764206737e-05,notsignificant
TIGD5,74.6067054182437,-0.664393042043283,0.125462023517952,-5.29557090993527,1.18645141511696e-07,1.74926276616999e-06,notsignificant
ARFRP1,429.73518742062,-0.664278649574958,0.112514773728326,-5.90392379207817,3.54956177654573e-09,8.47469643254326e-08,notsignificant
LMNTD2,15.5103039263412,-0.664105462726808,0.157439419776195,-4.21816508007241,2.46298474803822e-05,0.000160182989285347,notsignificant
CHCHD10,168.542417254676,-0.6638033075626,0.144477335806415,-4.59451514562831,4.33756624583933e-06,3.68903508870869e-05,notsignificant
LRRC24,0.400286578031017,-0.6634260045556,0.476304611572193,-1.39286076270762,0.163661899649137,NA,notsignificant
MYOM2,270.355433751765,-0.663348111712068,0.286141660831258,-2.31825072163558,0.020435698878012,0.0455357657138224,notsignificant
SMIM10L2A,9.98690292260581,-0.662934937430354,0.207892330632192,-3.18883787302011,0.00142845968099415,0.00490985728040962,notsignificant
SHF,22.395822484403,-0.662919352512196,0.12674452403914,-5.23035892507262,1.69181241445183e-07,2.35910202052377e-06,notsignificant
KCTD17,123.839066458657,-0.662529668478639,0.135945250127773,-4.87350361896379,1.09636258537655e-06,1.13559949723525e-05,notsignificant
RGS12,97.2825439644503,-0.662495326132852,0.134414354597366,-4.92875428459511,8.27555747782079e-07,9.09502965297496e-06,notsignificant
GSTP1,1410.88154712393,-0.662413086698435,0.132441078316481,-5.00156820767898,5.68658409314687e-07,6.6045088286987e-06,notsignificant
ACADS,97.2268620499592,-0.662348264594085,0.141258178618921,-4.68891975721233,2.74651053045159e-06,2.50342696552859e-05,notsignificant
MYL4,252.166300673717,-0.662107169552562,0.236618157984219,-2.79820946622668,0.00513867758700203,0.0143576709485039,notsignificant
ANKS1B,80.5519447484049,-0.661755922747177,0.398551827841046,-1.66040117374924,0.0968337741813135,0.164112370816419,notsignificant
RPS20,9799.91330862623,-0.661554484904766,0.123329614498459,-5.36411702570459,8.13461541350254e-08,1.25376152974206e-06,notsignificant
TNNI2,147.250371256588,-0.661050569507775,0.148521388544887,-4.45087792394285,8.55199486990778e-06,6.56236196283376e-05,notsignificant
UBXN11,1026.40293097866,-0.660904144936824,0.119258362363171,-5.54178450752334,2.99404624172284e-08,5.35241513838079e-07,notsignificant
NUCB1,2441.48400133733,-0.660680632017542,0.120025418031356,-5.50450598593163,3.70204884234226e-08,6.38014066155044e-07,notsignificant
ALDOC,232.421523206768,-0.66005463124755,0.107761171496096,-6.12516198630472,9.05913943159327e-10,2.43044155063401e-08,notsignificant
PRR23D2,0.287745399836884,-0.659864082343562,0.861160110061642,-0.766250171871441,0.443527460534903,NA,notsignificant
STRADB,2068.01753354042,-0.658760241041042,0.165621823088912,-3.97749661702128,6.96446133498397e-05,0.000384937773878973,notsignificant
TRAPPC2B,55.159498075909,-0.657734025591523,0.117903725001193,-5.57856866341472,2.42505749058687e-08,4.50408787436725e-07,notsignificant
HTR6,13.4738224037093,-0.657551680923947,0.239836097503433,-2.74167103187849,0.0061127527928656,0.0165625791356362,notsignificant
MTRNR2L6,611.179135273508,-0.657032129780688,0.182244645927696,-3.6052204795161,0.000311888026693753,0.00135618556921279,notsignificant
ROBO3,34.5112501541871,-0.657018630146378,0.208938961987558,-3.14454816802192,0.00166343524622064,0.00558678382508654,notsignificant
SEPTIN9,4838.22437548726,-0.65679781409547,0.0938549700526187,-6.99800781703135,2.59627609277178e-12,1.18926621430223e-10,notsignificant
NAGS,26.0030534321497,-0.655460457492422,0.117748997397484,-5.56659056110507,2.59771802805638e-08,4.75728585361861e-07,notsignificant
DNPH1,53.9564192906057,-0.655381732035616,0.151384604701612,-4.3292495516794,1.49618314778624e-05,0.00010537671763086,notsignificant
ABI3,762.620930831002,-0.655144853210868,0.129427625318442,-5.0618625784021,4.15180251175616e-07,5.0603079767525e-06,notsignificant
ADRB1,6.72886948001036,-0.65394662304989,0.233853232002139,-2.79639762705486,0.00516757793799833,0.0144205143450389,notsignificant
SEMA4C,139.770387449445,-0.65382323392079,0.119519245806154,-5.4704431032071,4.48911807891053e-08,7.52449754716456e-07,notsignificant
TNFRSF13C,231.605025580379,-0.653717671879242,0.148241281883507,-4.4098220385935,1.03455602732354e-05,7.75680033480982e-05,notsignificant
PAGE2B,10.8291232304967,-0.653550911293236,0.269496304122399,-2.42508302079129,0.0153048863221528,0.0357955779617247,notsignificant
EDN3,4.25561728605741,-0.653455406166137,0.297628459729847,-2.19554073141819,0.0281248324457692,0.059432237784803,notsignificant
RPL32,11131.0538270583,-0.653278848063174,0.110892568716096,-5.89109672205069,3.83640913573288e-09,9.0515120919349e-08,notsignificant
MRPL4,127.06791093626,-0.652998590135634,0.148789417902589,-4.38874349628242,1.14007439035605e-05,8.42859103703882e-05,notsignificant
MFAP2,0.757847343358552,-0.652595368829147,0.594828622911613,-1.09711493982044,0.272591150177634,0.372744845081487,notsignificant
LTK,56.462511085302,-0.651869733321892,0.186368955354039,-3.49773776476643,0.000469222254575637,0.00191323647267738,notsignificant
FIGNL2,17.2556996973414,-0.651694398023291,0.149016263856482,-4.37331054448487,1.22376449352447e-05,8.94048198760553e-05,notsignificant
MRPL41,109.455469560277,-0.650277131973387,0.16298800900633,-3.98972375905355,6.61502901093975e-05,0.000368680347538506,notsignificant
SPDYE2B,9.37791674777196,-0.649836344572324,0.347897695974614,-1.86789493604391,0.0617767168816139,0.114085397753674,notsignificant
HLA-DQA1,724.041500459703,-0.648493020534948,0.158303730510355,-4.09651129789723,4.1942302794291e-05,0.000251012411869291,notsignificant
NDRG2,81.5699573975192,-0.647927867200993,0.136981597273774,-4.73003585953253,2.24480182416603e-06,2.10802933952201e-05,notsignificant
FOXO6,1.27784941645074,-0.647729373243527,0.378299104509698,-1.71221492602534,0.0868570677694624,0.150429938605494,notsignificant
ZNF853,57.1007396028229,-0.647547722363044,0.14723224812142,-4.39813784429225,1.09183628943324e-05,8.12199871172608e-05,notsignificant
CCER2,4.37869290060781,-0.647364335742781,0.256629194255548,-2.52256699640394,0.0116501755652601,0.0284606405924565,notsignificant
PITHD1,874.031188777643,-0.647198522867824,0.125368991122877,-5.1623492944399,2.43869692537106e-07,3.22330558373935e-06,notsignificant
TRIM74,30.1104395460621,-0.647027229769028,0.179224675563527,-3.61014591174243,0.00030602480585238,0.00133585318985319,notsignificant
AKT1S1,319.989626140829,-0.647017389896725,0.0986924211220198,-6.55589742901105,5.53082388819042e-11,1.96382429260757e-09,notsignificant
CTSF,75.193447624074,-0.646695457804986,0.151225576517117,-4.27636298501256,1.89971385325185e-05,0.000128905574015228,notsignificant
FBXO7,4284.60790827173,-0.646036500639704,0.125007105670166,-5.16799822839101,2.366145524061e-07,3.15054376657886e-06,notsignificant
